59,150,20,205,94.88,3,cancelled,2024-08-06 20:50:21
60,161,127,685,366.98,4,pending,2024-10-31 16:00:04
61,220,29,923,90.53,2,cancelled,2024-09-27 12:19:49
62,697,165,601,466.46,5,processing,2025-01-18 10:56:40
63,7,128,939,52.12,3,pending,2024-07-14 10:28:59
64,938,1,721,293.81,5,pending,2024-12-05 15:46:04
65,666,179,243,181.55,3,processing,2024-06-05 11:52:21
66,246,150,805,191.11,2,shipped,2024-08-26 00:23:06
67,520,20,882,116.83,2,cancelled,2025-02-10 22:36:21
68,556,51,874,80.31,2,pending,2024-10-13 07:04:31
69,759,156,186,87.94,2,shipped,2024-10-06 12:38:47
70,658,17,583,76.54,1,shipped,2024-06-16 18:09:03
71,377,158,89,64.44,1,processing,2024-07-10 07:56:13
72,562,100,611,81.04,1,delivered,2025-01-06 15:09:34
73,47,91,843,61.27,2,shipped,2024-06-11 23:43:24
74,833,98,918,394.57,4,delivered,2025-04-21 20:11:00
75,626,8,844,330.38,5,cancelled,2024-06-23 00:09:48
76,136,79,350,293.96,3,processing,2024-11-27 01:56:06
77,954,40,558,28.12,1,delivered,2025-02-21 01:58:34
78,972,173,264,336.71,5,pending,2025-04-12 09:05:28
79,646,160,651,166.85,4,processing,2024-07-12 19:52:53
80,323,159,166,270.47,5,pending,2024-06-20 00:20:40
81,807,139,676,73.35,2,delivered,2024-07-24 06:44:29
82,941,84,103,85.03,1,processing,2025-03-13 15:14:38
83,418,57,251,27.12,3,delivered,2024-12-16 11:00:37
84,274,30,525,66.46,1,processing,2025-03-29 22:27:56
85,889,198,907,78.09,2,pending,2024-07-02 05:06:24
86,938,133,721,51.20,1,pending,2024-12-05 15:46:04
87,381,95,368,225.69,3,processing,2025-04-24 01:25:27
88,347,169,866,37.31,3,delivered,2024-08-21 08:21:15
89,851,154,191,255.98,3,delivered,2024-07-23 14:38:01
90,188,170,86,228.54,3,pending,2025-03-15 10:47:31
91,368,191,395,93.60,1,processing,2024-10-06 01:31:44
92,55,85,333,53.47,5,processing,2024-05-24 01:58:22
93,136,82,350,399.63,4,processing,2024-11-27 01:56:06
94,709,138,354,214.37,3,cancelled,2024-11-20 01:33:18
95,875,60,920,495.80,5,pending,2024-06-06 01:22:02
96,470,99,22,196.74,2,delivered,2024-05-11 04:00:08
97,113,171,345,133.04,3,cancelled,2024-09-05 11:59:59
98,232,94,507,74.66,3,pending,2024-12-27 22:00:30
99,12,180,472,269.50,3,cancelled,2025-03-30 18:31:13
100,82,52,884,42.91,4,processing,2025-04-23 20:14:02
101,223,80,782,215.98,3,processing,2024-10-22 20:50:35
102,234,80,361,199.99,5,cancelled,2025-01-31 01:55:45
103,477,169,450,40.96,3,cancelled,2025-04-17 22:01:44
104,550,142,656,64.28,2,delivered,2024-11-14 16:31:33
105,590,11,522,236.06,5,cancelled,2025-02-06 12:48:42
106,791,80,584,112.78,2,delivered,2024-09-29 03:08:06
107,356,191,374,8.49,1,delivered,2024-06-23 09:50:32
108,727,163,877,97.45,1,shipped,2024-11-14 23:56:17
109,823,104,156,138.37,2,shipped,2024-06-14 08:25:58
110,539,191,221,139.52,4,cancelled,2025-01-11 23:37:47
111,803,174,94,258.18,5,cancelled,2025-01-03 20:25:10
112,121,56,398,109.25,3,processing,2024-07-02 10:03:05
113,584,184,747,138.37,2,delivered,2024-12-07 16:51:19
114,67,153,630,109.71,5,pending,2024-11-29 23:59:09
115,14,155,169,321.29,4,processing,2024-08-28 05:12:38
116,533,171,25,12.88,1,cancelled,2024-06-19 17:22:21
117,185,146,577,205.93,4,delivered,2024-08-28 12:04:55
118,435,12,162,38.91,1,processing,2024-07-11 19:56:30
119,819,195,437,274.18,4,cancelled,2025-03-14 15:11:19
120,134,18,206,30.88,2,cancelled,2024-06-12 08:11:59
121,488,164,848,271.46,3,pending,2024-10-25 07:11:05
122,421,118,239,188.88,4,processing,2024-07-17 05:47:25
123,254,140,226,79.89,1,processing,2024-11-24 08:52:16
124,628,37,174,100.07,2,pending,2025-02-19 23:39:42
125,202,36,38,25.99,2,processing,2025-02-15 18:51:55
126,845,48,781,265.60,3,cancelled,2025-01-30 19:03:49
127,516,48,528,306.85,4,delivered,2024-11-06 22:53:21
128,511,119,363,137.32,2,shipped,2025-02-26 15:18:31
129,432,29,808,74.87,3,shipped,2025-03-12 13:38:44
130,148,1,615,65.95,1,pending,2025-04-28 04:30:41
131,909,129,612,55.04,1,shipped,2024-06-14 20:34:29
132,736,40,120,97.60,1,processing,2025-01-15 00:41:36
133,354,158,10,216.14,3,delivered,2024-12-20 11:54:38
134,706,199,199,6.26,1,cancelled,2025-03-29 12:33:54
135,910,71,548,80.77,1,delivered,2025-03-24 20:02:32
136,125,142,29,253.79,3,delivered,2024-07-26 08:37:48
137,739,127,849,489.20,5,shipped,2024-07-11 00:48:00
138,88,32,441,147.40,3,shipped,2025-01-30 01:58:36
139,780,32,734,15.20,2,cancelled,2024-07-02 06:56:06
140,313,194,621,280.55,4,processing,2024-10-12 23:18:48
141,36,184,787,243.58,4,processing,2025-01-05 02:53:48
142,246,112,805,72.21,2,shipped,2024-08-26 00:23:06
143,727,40,877,10.81,2,shipped,2024-11-14 23:56:17
144,924,104,313,223.56,4,pending,2025-01-12 00:50:39
145,758,76,87,18.87,2,shipped,2024-06-09 09:27:05
146,521,47,953,169.27,4,shipped,2024-09-23 10:14:40
147,843,5,733,29.32,2,processing,2025-03-10 08:21:10
148,407,92,410,470.08,5,delivered,2024-10-31 09:50:28
149,474,193,828,281.02,4,pending,2024-05-12 17:05:12
150,199,128,362,73.94,2,processing,2025-03-13 03:00:22
151,472,83,511,81.70,2,cancelled,2024-09-01 00:03:17
152,507,200,66,463.85,5,shipped,2025-04-03 08:10:20
153,509,110,680,214.29,3,processing,2024-10-12 18:40:59
154,727,197,877,251.48,3,shipped,2024-11-14 23:56:17
155,587,36,426,220.73,5,pending,2025-01-12 20:10:05
156,554,153,916,148.96,5,shipped,2025-02-21 11:44:15
157,7,97,161,207.12,3,processing,2024-06-17 09:13:22
158,495,195,815,298.93,4,cancelled,2025-01-19 08:58:26
159,59,15,98,351.81,5,processing,2024-09-10 06:05:28
160,287,120,646,105.48,2,cancelled,2025-04-28 00:48:49
161,139,76,674,36.46,5,cancelled,2025-01-19 06:12:17
162,811,47,885,60.19,2,shipped,2024-08-27 07:16:12
163,382,198,574,101.21,2,shipped,2024-12-05 21:27:36
164,519,68,811,268.93,5,cancelled,2024-08-11 04:59:53
165,342,136,860,362.50,5,processing,2025-01-03 09:48:35
166,414,171,759,356.07,4,pending,2025-04-27 09:46:14
167,998,10,988,274.92,3,processing,2024-09-28 14:59:58
168,647,125,387,136.66,2,shipped,2024-05-17 15:06:42
169,215,189,154,141.94,2,cancelled,2024-12-20 16:55:16
170,835,143,962,133.15,3,cancelled,2024-08-08 07:59:53
171,116,24,822,369.50,4,shipped,2024-06-26 03:05:13
172,831,186,613,351.23,4,shipped,2025-03-27 06:52:51
173,86,115,750,191.00,3,pending,2024-09-19 09:13:18
174,533,45,571,94.64,1,processing,2024-12-19 03:19:14
175,264,143,724,86.54,1,cancelled,2025-04-18 05:19:33
176,615,141,599,20.43,3,cancelled,2024-12-20 12:57:07
177,861,162,567,255.19,3,shipped,2024-11-03 03:17:24
178,574,50,376,40.63,5,cancelled,2024-08-27 02:22:47
179,251,136,865,238.71,5,processing,2024-06-25 05:05:43
180,44,121,434,386.19,5,shipped,2024-06-26 13:31:06
181,200,59,486,328.35,4,processing,2024-05-06 20:55:01
182,755,182,661,81.27,2,cancelled,2025-02-02 07:51:49
183,423,109,788,52.84,1,cancelled,2024-09-08 09:27:39
184,812,95,438,40.44,3,pending,2024-11-27 08:42:01
185,103,120,801,57.70,3,cancelled,2024-12-27 08:36:28
186,697,168,601,148.94,3,processing,2025-01-18 10:56:40
187,86,12,750,127.84,3,pending,2024-09-19 09:13:18
188,739,183,849,38.99,2,shipped,2024-07-11 00:48:00
189,972,8,264,50.54,3,pending,2025-04-12 09:05:28
190,435,79,854,307.96,5,shipped,2025-01-03 05:30:57
191,131,57,906,20.75,2,pending,2024-05-19 19:49:09
192,1,156,508,30.71,2,processing,2025-04-19 12:41:11
193,162,162,512,249.63,3,cancelled,2024-11-02 19:35:11
194,287,96,646,74.95,1,cancelled,2025-04-28 00:48:49
195,223,38,927,36.11,2,cancelled,2024-11-05 22:33:45
196,876,3,227,20.32,1,pending,2024-08-21 05:52:29
197,684,116,466,39.59,1,processing,2025-01-04 19:48:22
198,40,15,792,11.49,1,cancelled,2024-05-17 09:43:30
199,907,6,669,238.67,3,cancelled,2025-01-30 04:20:56
200,381,3,58,69.97,3,cancelled,2025-04-09 09:42:14
201,410,104,132,128.32,3,pending,2025-01-31 22:36:34
202,730,15,301,169.32,3,pending,2024-11-09 16:22:23
203,593,9,711,39.79,1,cancelled,2024-12-18 11:08:45
204,388,125,428,250.89,5,delivered,2024-05-21 12:32:00
205,67,122,630,64.31,3,pending,2024-11-29 23:59:09
206,440,59,936,61.83,5,pending,2025-02-14 20:34:46
207,336,24,627,52.37,2,pending,2025-01-22 05:28:38
208,903,51,878,16.02,2,cancelled,2024-09-02 17:27:48
209,791,152,584,249.14,5,delivered,2024-09-29 03:08:06
210,74,1,341,145.28,2,processing,2024-09-08 09:47:22
211,713,20,220,112.16,3,cancelled,2025-04-17 11:30:58
212,28,54,407,60.10,2,pending,2024-12-08 05:04:59
213,144,55,471,120.32,2,delivered,2025-02-18 17:47:26
214,937,199,998,60.94,5,cancelled,2024-07-18 23:35:13
215,785,51,742,274.06,3,processing,2024-06-20 03:25:16
216,297,90,690,91.16,1,shipped,2024-07-19 16:13:05
217,381,111,58,70.39,1,cancelled,2025-04-09 09:42:14
218,274,87,525,29.47,1,processing,2025-03-29 22:27:56
219,209,87,276,38.78,5,shipped,2025-04-02 09:54:05
220,116,51,819,266.16,3,pending,2024-07-01 02:38:29
221,440,118,936,186.22,5,pending,2025-02-14 20:34:46
222,692,71,334,179.39,2,pending,2024-06-20 07:18:11
223,247,18,531,142.28,4,shipped,2025-03-18 21:13:49
224,894,91,768,32.97,5,shipped,2024-06-09 00:29:07
225,741,199,215,245.65,4,processing,2025-04-19 01:25:55
226,341,60,640,305.52,4,delivered,2024-08-15 12:33:17
227,610,164,663,85.84,2,pending,2024-11-22 07:57:09
228,697,116,163,82.70,1,shipped,2025-01-26 14:18:13
229,523,96,593,31.14,3,cancelled,2024-08-08 03:32:51
230,904,173,928,350.71,4,delivered,2024-10-08 03:24:01
231,446,96,554,88.91,1,shipped,2025-03-18 19:32:23
232,246,42,805,15.63,1,shipped,2024-08-26 00:23:06
233,356,182,374,65.54,1,delivered,2024-06-23 09:50:32
234,473,171,296,63.07,1,processing,2024-06-07 04:11:37
235,420,125,732,286.59,5,cancelled,2025-02-19 02:52:44
236,430,71,123,292.41,4,processing,2024-08-24 05:48:08
237,209,11,276,22.14,1,shipped,2025-04-02 09:54:05
238,575,55,681,358.08,4,cancelled,2025-02-25 15:32:15
239,502,58,468,188.06,3,shipped,2024-05-08 20:10:15
240,976,124,652,55.00,1,processing,2024-11-23 11:36:36
241,248,177,580,191.31,3,pending,2025-03-24 22:38:30
242,697,30,271,349.98,4,pending,2024-06-10 18:09:12
243,977,20,200,272.47,4,delivered,2024-07-01 19:09:03
244,239,95,776,180.81,5,delivered,2024-12-03 01:48:25
245,732,20,527,11.85,1,pending,2025-02-28 19:34:16
246,945,57,211,90.93,1,delivered,2024-10-07 15:37:09
247,428,157,700,164.10,5,shipped,2024-06-26 03:40:32
248,145,184,71,78.58,1,cancelled,2025-01-10 01:23:13
249,492,139,581,191.86,2,delivered,2024-12-19 14:02:00
250,693,141,772,87.66,1,pending,2024-10-22 09:51:56
251,27,175,136,35.00,1,shipped,2025-03-09 19:17:06
252,278,10,596,17.82,1,cancelled,2025-01-26 03:38:48
253,268,56,483,20.71,1,shipped,2025-04-28 00:10:57
254,161,16,685,110.85,2,pending,2024-10-31 16:00:04
255,44,1,434,38.62,1,shipped,2024-06-26 13:31:06
256,274,26,525,169.78,3,processing,2025-03-29 22:27:56
257,751,61,564,93.87,1,processing,2024-09-14 08:53:18
258,278,2,419,46.97,1,shipped,2025-04-03 22:18:15
259,113,35,345,58.79,2,cancelled,2024-09-05 11:59:59
260,626,47,844,53.65,1,cancelled,2024-06-23 00:09:48
261,271,151,702,123.84,4,delivered,2024-07-02 00:42:21
262,381,110,121,28.44,2,pending,2025-02-18 10:21:46
263,910,15,836,65.41,1,pending,2024-12-27 15:57:19
264,165,97,64,196.74,5,shipped,2025-02-08 23:58:36
265,657,147,895,13.20,1,pending,2025-03-04 10:08:43
266,440,22,817,98.63,2,pending,2024-09-25 11:49:36
267,381,46,368,481.38,5,processing,2025-04-24 01:25:27
268,440,91,936,102.60,4,pending,2025-02-14 20:34:46
269,743,198,443,210.13,3,pending,2024-08-25 17:07:49
270,499,178,81,99.91,3,shipped,2024-10-02 23:04:14
271,560,83,899,90.44,2,cancelled,2025-01-28 04:26:59
272,754,197,326,35.70,4,delivered,2024-08-28 08:44:25
273,533,179,25,218.16,5,cancelled,2024-06-19 17:22:21
274,539,157,221,43.81,1,cancelled,2025-01-11 23:37:47
275,805,72,233,139.13,4,delivered,2024-09-06 22:25:29
276,937,22,998,335.91,4,cancelled,2024-07-18 23:35:13
277,963,154,116,71.85,1,processing,2024-09-27 20:04:46
278,832,60,93,355.53,4,pending,2024-05-05 13:42:07
279,471,104,841,214.81,3,cancelled,2024-10-25 01:26:44
280,973,175,320,337.82,4,processing,2024-12-06 03:35:56
281,126,95,912,349.23,4,cancelled,2024-12-03 13:38:24
282,448,24,18,398.13,5,cancelled,2024-07-27 10:13:38
283,32,67,247,140.35,2,cancelled,2025-04-28 09:09:52
284,486,51,569,474.27,5,cancelled,2025-03-15 20:27:45
285,824,54,706,119.14,5,shipped,2024-09-12 06:29:46
286,651,143,919,33.97,3,delivered,2024-08-01 04:56:16
287,204,121,80,47.12,2,processing,2025-04-21 05:33:10
288,46,166,340,289.75,3,shipped,2024-09-21 07:22:29
289,251,111,865,41.56,3,processing,2024-06-25 05:05:43
290,168,172,694,179.17,2,delivered,2025-04-03 21:34:06
291,301,87,697,56.62,1,pending,2024-12-12 20:39:16
292,397,36,715,288.85,3,cancelled,2024-06-05 07:49:04
293,562,58,611,317.07,5,delivered,2025-01-06 15:09:34
294,142,98,307,82.55,3,delivered,2024-07-07 07:04:14
295,452,33,832,42.80,5,pending,2024-09-19 03:52:19
296,467,161,880,318.01,4,delivered,2024-06-03 04:00:04
297,201,165,75,80.99,4,shipped,2024-12-23 23:10:48
298,891,22,600,262.09,4,delivered,2024-06-27 07:24:54
299,956,87,375,66.26,4,cancelled,2025-03-17 21:36:26
300,512,132,187,173.74,2,pending,2024-11-10 01:57:15
301,596,2,602,48.42,2,delivered,2025-02-15 01:19:28
302,503,44,883,319.23,5,delivered,2024-07-20 04:08:10
303,316,144,277,407.58,5,cancelled,2025-02-27 01:14:50
304,511,76,789,252.17,4,shipped,2025-03-23 06:34:56
305,862,187,278,130.16,2,shipped,2024-06-26 16:06:49
306,417,88,133,51.53,3,shipped,2024-09-07 08:05:35
307,666,76,159,198.85,5,processing,2024-11-20 08:45:42
308,21,84,367,134.70,3,processing,2024-09-14 15:01:44
309,645,13,355,97.43,3,delivered,2025-03-27 16:02:32
310,454,196,607,26.09,3,delivered,2025-01-13 01:01:16
311,719,38,981,370.12,4,processing,2024-10-22 22:17:53
312,524,181,26,185.71,3,pending,2024-11-28 14:16:11
313,105,48,490,171.03,5,processing,2024-07-28 14:18:09
314,487,184,650,281.16,3,pending,2024-10-08 04:21:47
315,584,193,747,484.59,5,delivered,2024-12-07 16:51:19
316,512,182,187,397.54,4,pending,2024-11-10 01:57:15
317,491,29,820,269.53,4,processing,2024-12-29 12:34:57
318,173,1,964,66.88,2,shipped,2024-08-25 20:37:37
319,801,90,917,225.18,3,cancelled,2025-02-03 09:03:50
320,410,193,132,170.39,2,pending,2025-01-31 22:36:34
321,347,112,866,146.20,2,delivered,2024-08-21 08:21:15
322,826,71,335,38.65,1,processing,2024-05-31 19:00:21
323,223,81,349,122.25,4,delivered,2025-02-17 07:28:18
324,757,65,714,98.51,2,pending,2025-01-13 18:17:33
325,934,115,185,99.40,1,pending,2025-02-05 15:24:42
326,583,174,587,194.19,3,shipped,2024-07-17 05:04:15
327,285,13,532,283.19,3,processing,2025-01-11 08:42:44
328,88,166,505,191.94,4,pending,2024-06-14 16:27:52
329,261,173,249,333.37,5,delivered,2024-06-24 16:59:58
330,792,156,803,145.96,2,cancelled,2024-11-15 22:16:42
331,342,151,636,204.61,4,processing,2024-06-29 17:53:23
332,991,39,484,155.75,3,shipped,2024-08-02 17:33:40
333,795,184,807,77.14,1,shipped,2024-12-10 19:40:01
334,519,154,272,150.38,3,cancelled,2024-09-02 17:01:14
335,86,65,46,80.25,5,processing,2024-12-03 12:13:19
336,98,137,416,188.48,3,processing,2024-11-03 00:50:00
337,266,151,281,278.03,4,processing,2025-02-26 11:19:02
338,165,131,753,460.07,5,pending,2025-01-12 05:39:47
339,81,42,840,26.85,3,shipped,2025-02-11 01:10:55
340,511,96,363,271.48,3,shipped,2025-02-26 15:18:31
341,899,77,535,44.26,1,shipped,2025-04-15 20:12:06
342,904,195,928,99.85,1,delivered,2024-10-08 03:24:01
343,990,15,560,211.30,3,processing,2024-11-03 00:47:29
344,139,147,674,39.55,1,cancelled,2025-01-19 06:12:17
345,284,181,485,82.10,1,delivered,2024-08-16 14:46:24
346,589,30,856,76.14,2,delivered,2024-10-13 17:19:01
347,801,132,917,161.48,2,cancelled,2025-02-03 09:03:50
348,336,119,591,189.92,4,cancelled,2025-04-21 05:19:00
349,468,27,147,37.36,1,processing,2025-01-31 22:58:28
350,789,164,224,203.63,3,shipped,2025-03-12 04:08:29
351,253,15,464,43.62,2,processing,2024-11-28 06:22:50
352,714,3,717,169.30,2,shipped,2024-08-24 07:18:06
353,864,49,189,391.10,4,shipped,2024-06-17 11:48:04
354,59,4,98,110.60,3,processing,2024-09-10 06:05:28
355,721,172,529,342.50,4,delivered,2025-01-04 05:58:35
356,638,126,353,40.67,1,shipped,2024-12-30 02:18:38
357,266,6,281,33.50,1,processing,2025-02-26 11:19:02
358,733,119,134,73.66,1,processing,2025-04-03 06:40:06
359,421,137,239,51.03,1,processing,2024-07-17 05:47:25
360,228,34,590,22.99,2,processing,2025-04-17 17:44:35
361,868,30,77,178.53,2,shipped,2024-11-01 02:35:31
362,512,182,779,278.34,5,shipped,2024-06-28 23:44:12
363,46,83,340,282.94,3,shipped,2024-09-21 07:22:29
364,48,197,757,266.41,3,shipped,2024-09-14 00:23:33
365,591,81,298,145.59,2,pending,2025-03-02 15:22:07
366,502,43,931,321.31,5,pending,2025-03-06 00:57:54
367,511,152,363,43.43,2,shipped,2025-02-26 15:18:31
368,207,178,679,241.47,3,cancelled,2025-04-13 23:16:46
369,201,79,75,38.96,2,shipped,2024-12-23 23:10:48
370,474,12,519,166.01,3,pending,2024-07-31 02:45:09
371,796,39,659,33.20,1,pending,2024-10-02 00:14:42
372,511,134,358,70.00,1,processing,2024-08-10 07:07:11
373,862,190,216,64.45,4,cancelled,2024-05-04 15:20:09
374,274,108,525,78.88,1,processing,2025-03-29 22:27:56
375,889,139,907,93.08,1,pending,2024-07-02 05:06:24
376,647,124,609,288.49,3,delivered,2024-10-07 03:20:54
377,757,89,714,303.87,4,pending,2025-01-13 18:17:33
378,608,118,867,250.38,5,cancelled,2025-03-23 02:47:53
379,592,198,910,218.20,4,delivered,2025-01-30 09:36:50
380,7,195,482,104.45,4,cancelled,2024-05-13 10:22:56
381,762,170,903,65.54,1,shipped,2024-07-14 23:16:43
382,938,145,280,414.41,5,delivered,2024-12-17 09:27:55
383,882,101,632,329.65,5,cancelled,2025-02-14 04:00:42
384,950,175,562,220.79,4,shipped,2024-07-01 07:22:40
385,209,135,276,31.59,1,shipped,2025-04-02 09:54:05
386,857,17,6,138.46,5,delivered,2024-12-17 04:00:09
387,640,123,62,51.84,5,processing,2025-04-15 11:54:26
388,644,55,862,230.86,4,processing,2024-06-18 05:16:24
389,718,160,110,355.84,4,shipped,2024-05-20 19:40:53
390,880,110,113,33.60,1,pending,2025-01-26 23:56:43
391,502,103,241,29.27,5,processing,2024-12-25 19:04:10
392,199,157,986,233.33,3,cancelled,2024-09-20 07:33:27
393,373,22,673,101.56,2,cancelled,2024-07-12 21:47:15
394,857,27,6,175.50,2,delivered,2024-12-17 04:00:09
395,854,133,204,194.37,2,shipped,2024-06-05 03:10:55
396,654,36,719,113.03,4,processing,2024-11-02 06:55:25
397,781,199,315,22.15,2,shipped,2024-11-01 21:35:39
398,32,88,839,163.72,4,delivered,2024-07-29 19:40:55
399,468,88,147,43.71,1,processing,2025-01-31 22:58:28
400,862,124,723,138.82,2,delivered,2025-04-09 23:45:51
401,345,117,701,184.87,4,shipped,2024-05-21 20:28:31
402,258,7,475,54.53,1,pending,2024-09-26 15:33:45
403,358,193,397,75.70,2,shipped,2024-10-26 15:06:15
404,524,176,847,56.33,1,cancelled,2025-01-22 13:00:24
405,952,172,72,83.78,1,cancelled,2024-07-13 09:27:09
406,263,13,190,106.35,3,pending,2024-11-20 06:40:10
407,842,113,275,52.04,1,delivered,2024-06-09 15:06:31
408,599,175,318,302.25,5,cancelled,2025-03-17 23:32:50
409,50,133,158,58.75,1,cancelled,2024-06-18 19:08:56
410,638,75,194,15.13,1,pending,2024-05-06 23:39:31
411,162,118,579,178.39,2,shipped,2025-03-21 13:53:05
412,882,33,632,111.21,2,cancelled,2025-02-14 04:00:42
413,596,183,812,33.57,2,pending,2024-07-01 02:27:15
414,519,33,811,244.26,5,cancelled,2024-08-11 04:59:53
415,650,10,545,50.91,2,pending,2024-10-23 07:42:41
416,217,154,604,36.58,1,pending,2024-05-26 14:38:53
417,548,45,863,91.09,2,processing,2024-05-26 08:30:22
418,422,69,682,121.81,4,shipped,2024-05-28 08:12:02
419,523,118,946,196.59,2,pending,2024-05-01 01:57:40
420,285,62,825,297.24,3,cancelled,2024-10-07 06:08:21
421,379,184,432,416.53,5,delivered,2025-04-13 17:05:49
422,736,143,552,392.99,4,delivered,2024-08-06 21:25:56
423,812,51,438,23.42,1,pending,2024-11-27 08:42:01
424,903,162,969,24.27,2,processing,2024-08-02 14:35:14
425,329,68,405,155.42,2,cancelled,2024-11-17 06:03:11
426,901,89,930,28.75,5,shipped,2025-04-22 03:43:42
427,203,54,902,144.65,4,cancelled,2024-10-01 22:28:22
428,145,77,616,296.97,4,shipped,2025-04-19 20:20:05
429,904,115,928,169.75,4,delivered,2024-10-08 03:24:01
430,913,96,356,15.50,1,processing,2025-03-18 17:44:35
431,418,54,251,128.66,4,delivered,2024-12-16 11:00:37
432,894,54,346,182.92,2,delivered,2024-11-03 18:50:34
433,593,131,708,191.43,2,shipped,2024-05-06 15:05:53
434,165,179,753,41.76,1,pending,2025-01-12 05:39:47
435,833,158,918,52.74,5,delivered,2025-04-21 20:11:00
436,316,48,369,79.69,1,processing,2025-02-22 05:11:53
437,714,2,771,458.87,5,delivered,2024-10-29 17:16:20
438,11,138,695,157.64,5,delivered,2025-03-02 23:53:21
439,774,114,888,310.42,4,pending,2024-10-12 23:06:12
440,288,53,144,35.52,1,delivered,2025-01-15 16:36:22
441,593,190,711,99.54,2,cancelled,2024-12-18 11:08:45
442,366,162,268,393.49,4,pending,2025-04-26 02:58:37
443,266,90,481,96.94,3,pending,2024-09-26 17:39:03
444,184,118,643,114.90,4,pending,2024-09-17 08:27:47
445,201,119,75,263.19,5,shipped,2024-12-23 23:10:48
446,124,154,53,78.39,1,processing,2024-10-08 10:05:37
447,723,26,908,81.21,2,pending,2024-11-28 20:51:17
448,801,64,705,95.62,3,processing,2024-11-27 08:43:22
449,593,51,711,186.77,5,cancelled,2024-12-18 11:08:45
450,606,76,425,393.22,5,cancelled,2024-11-03 22:57:52
451,789,28,224,281.32,4,shipped,2025-03-12 04:08:29
452,884,7,718,218.81,5,processing,2024-05-27 15:38:50
453,868,117,77,181.71,3,shipped,2024-11-01 02:35:31
454,620,133,97,497.34,5,cancelled,2024-09-27 06:28:27
