46,119,1443,19.05,415,2024-05-04 22:33:13,published,50
47,181,1527,319.62,11,2025-01-25 11:12:47,published,50
48,159,1727,135.05,989,2024-07-13 16:38:59,published,50
49,47,419,131.99,423,2025-03-05 05:23:05,published,50
50,21,1452,317.62,557,2024-08-30 20:03:48,published,50
51,33,1949,295.73,211,2024-12-21 15:22:16,published,50
52,142,364,193.04,740,2024-09-01 02:12:29,published,50
53,29,609,456.09,208,2024-09-04 22:45:23,published,50
54,193,1622,101.14,228,2024-11-07 06:33:23,published,50
55,137,257,37.28,429,2024-08-11 21:48:39,published,50
56,89,996,274.36,605,2025-01-30 16:27:04,published,50
57,131,639,243.36,646,2024-06-10 06:34:16,published,50
58,51,546,323.78,621,2025-04-15 08:26:37,published,50
59,172,759,38.62,736,2025-04-26 00:58:05,published,50
60,172,234,353.33,713,2024-09-03 04:38:03,published,50
61,68,1162,221.84,327,2025-01-22 19:59:58,published,50
62,194,221,58.36,442,2025-01-30 11:49:23,published,50
63,191,1472,230.75,80,2025-02-13 16:59:30,published,50
64,36,1730,152.86,290,2025-01-06 19:34:28,published,50
65,174,1312,355.20,861,2024-10-27 18:19:36,published,50
66,7,1565,260.67,362,2024-07-14 23:52:32,published,50
67,172,217,88.73,774,2024-11-24 09:08:08,published,50
68,152,1642,311.33,633,2024-06-04 18:02:21,published,50
69,140,515,493.03,920,2024-08-06 08:15:12,published,50
70,109,1791,223.90,125,2024-06-11 09:39:42,published,50
71,116,299,347.95,852,2024-07-02 05:35:14,published,50
72,150,545,195.00,331,2024-10-29 00:46:16,published,50
73,194,818,384.93,216,2024-08-28 03:33:15,published,50
74,59,1252,6.21,953,2024-08-01 10:23:17,published,50
75,63,1391,174.81,564,2025-01-31 21:20:36,published,50
76,186,1171,152.76,850,2024-11-22 12:56:44,published,50
77,162,799,93.89,884,2025-03-29 00:51:04,published,50
78,135,10,38.32,620,2024-06-01 19:22:39,published,50
79,59,1219,354.90,508,2024-08-19 12:04:49,published,50
80,170,1638,487.91,911,2024-12-09 15:23:30,published,50
81,88,57,230.94,625,2024-12-24 23:59:54,published,50
82,83,292,336.64,109,2024-09-11 23:01:45,published,50
83,191,881,409.75,667,2024-09-11 11:29:15,published,50
84,51,1921,172.47,682,2024-11-14 02:25:15,published,50
85,13,1728,275.89,315,2025-04-10 09:58:36,published,50
86,139,1376,10.61,514,2024-10-27 04:59:09,published,50
87,36,850,250.80,144,2025-01-31 18:30:22,published,50
88,198,1524,107.42,944,2024-07-12 04:02:50,published,50
89,173,404,118.05,477,2025-01-31 09:28:05,published,50
90,24,1482,352.56,980,2024-08-17 20:08:01,published,50
91,12,269,53.04,738,2024-10-18 01:36:28,published,50
92,60,148,182.83,106,2025-03-30 21:06:33,published,50
93,35,1235,492.87,98,2025-01-30 17:52:58,published,50
94,56,544,25.78,682,2024-09-14 00:00:00,published,50
95,167,1969,331.39,865,2024-09-14 13:12:44,published,50
96,123,1935,301.60,744,2025-03-03 02:21:30,published,50
97,132,878,65.96,990,2024-08-12 13:24:53,published,50
98,170,596,10.31,467,2025-02-06 13:53:34,published,50
99,172,108,474.12,800,2025-02-01 04:02:04,published,50
100,115,684,62.69,357,2024-12-05 15:54:50,published,50
101,96,1122,360.32,380,2025-03-01 22:05:44,published,50
102,21,1481,239.13,215,2025-01-04 11:44:54,published,50
103,88,1808,317.95,685,2024-05-04 09:08:29,published,50
104,105,5,77.50,676,2025-02-13 23:29:55,published,50
105,125,1929,5.23,862,2024-12-13 00:29:15,published,50
106,156,9,249.06,100,2024-08-19 00:04:42,published,50
107,190,68,78.41,195,2024-10-03 06:32:16,published,50
108,42,495,373.06,626,2024-09-22 22:09:46,published,50
109,88,1997,270.80,725,2024-05-25 14:03:06,published,50
110,54,1499,221.30,42,2024-12-16 01:45:40,published,50
111,27,740,15.36,83,2024-06-18 20:23:58,published,50
112,100,34,310.16,682,2024-07-25 00:24:11,published,50
113,25,1964,296.95,647,2025-01-13 01:08:27,published,50
114,57,1661,142.61,596,2025-02-04 04:00:25,published,50
115,105,669,310.83,281,2024-10-06 18:37:15,published,50
116,89,1184,353.55,44,2024-05-03 03:39:27,published,50
117,31,531,189.64,428,2024-09-30 15:14:14,published,50
118,27,668,316.56,786,2025-01-13 21:33:45,published,50
119,155,900,434.84,923,2025-03-19 03:07:19,published,50
120,129,778,302.82,890,2025-02-15 11:56:48,published,50
121,187,1251,471.89,893,2025-01-05 19:05:26,published,50
122,154,18,499.99,458,2024-05-11 23:15:56,published,50
123,79,842,254.57,385,2024-10-21 02:39:49,published,50
124,120,1965,267.61,609,2025-01-11 02:21:36,published,50
125,176,1738,365.78,243,2024-11-28 22:56:06,published,50
126,191,1556,391.07,11,2024-10-09 09:38:07,published,50
127,57,1430,80.01,457,2025-04-20 18:16:53,published,50
128,198,113,104.96,546,2024-05-06 18:49:08,published,50
129,162,701,27.82,598,2025-04-12 19:03:33,published,50
130,68,1560,148.78,243,2025-01-04 23:02:01,published,50
131,45,1514,212.08,639,2025-03-15 03:14:06,published,50
132,89,911,28.40,809,2024-07-06 23:07:40,published,50
133,3,274,50.85,449,2025-04-05 15:33:44,published,50
134,167,644,102.53,798,2024-06-19 19:49:50,published,50
135,101,690,13.89,504,2025-04-26 11:04:50,published,50
136,61,1753,298.72,942,2025-01-18 23:44:23,published,50
137,76,1837,369.01,607,2024-05-01 22:24:15,published,50
138,189,437,215.57,947,2024-11-06 16:16:19,published,50
140,192,1675,141.63,597,2024-11-26 23:31:44,published,50
141,103,1294,308.58,66,2024-10-31 22:10:16,published,50
142,197,1628,460.75,527,2025-04-10 13:06:12,published,50
144,187,1174,150.35,107,2024-09-05 06:52:00,published,50
145,91,1985,28.05,470,2025-01-23 19:28:27,published,50
146,94,1576,411.95,171,2024-05-04 18:46:12,published,50
147,94,216,415.74,460,2024-06-11 02:10:52,published,50
148,35,646,77.64,685,2025-02-13 16:22:02,published,50
149,199,834,318.05,751,2025-04-09 14:49:13,published,50
150,41,418,279.12,202,2024-05-28 14:37:41,published,50
151,185,150,192.35,797,2024-09-15 01:09:57,published,50
152,6,551,436.63,665,2024-05-06 22:19:34,published,50
153,74,974,454.59,321,2025-04-17 23:15:56,published,50
154,58,1422,186.35,32,2025-03-15 01:41:36,published,50
155,130,1563,383.83,590,2024-09-09 20:06:58,published,50
156,57,1337,329.11,954,2025-01-22 03:05:55,published,50
157,70,1210,300.73,405,2024-10-17 00:41:48,published,50
158,128,305,134.38,749,2024-10-28 18:01:47,published,50
159,14,1981,77.88,875,2024-12-13 12:56:29,published,50
160,32,1279,124.70,710,2025-04-14 09:12:35,published,50
161,30,7,46.11,827,2025-04-03 23:51:11,published,50
162,107,716,207.72,999,2024-10-08 18:24:07,published,50
163,173,1403,210.94,156,2024-06-13 04:44:28,published,50
164,172,1948,87.79,588,2024-09-02 13:58:15,published,50
165,13,1109,136.03,164,2025-02-19 04:04:08,published,50
166,143,484,484.14,769,2025-04-07 03:23:21,published,50
167,36,163,182.52,657,2025-03-22 02:42:38,published,50
168,145,680,427.62,557,2025-03-27 06:47:43,published,50
169,54,1560,364.97,45,2025-02-02 16:57:55,published,50
170,12,365,472.67,521,2024-06-20 09:08:30,published,50
171,174,1719,138.91,297,2024-05-23 06:02:09,published,50
172,5,153,298.60,126,2024-11-08 03:26:10,published,50
173,82,946,201.75,876,2025-02-25 00:57:42,published,50
174,30,1701,66.02,701,2024-08-09 04:32:38,published,50
175,127,1188,461.62,830,2024-11-01 11:36:38,published,50
176,125,1805,231.06,209,2024-06-07 09:40:11,published,50
177,129,340,211.23,596,2024-07-17 13:26:50,published,50
178,168,228,203.50,174,2025-01-07 20:45:39,published,50
179,38,492,204.51,298,2024-12-24 19:19:17,published,50
180,147,307,429.49,39,2024-08-27 22:12:02,published,50
181,64,85,41.80,951,2025-03-07 20:16:25,published,50
182,130,869,469.19,907,2024-06-11 04:03:37,published,50
183,11,1483,45.41,826,2025-02-06 21:34:58,published,50
184,145,1283,332.57,969,2024-12-27 00:13:56,published,50
185,62,632,397.70,769,2024-08-01 22:11:46,published,50
186,89,149,80.53,887,2024-10-18 03:22:42,published,50
187,200,63,493.06,664,2025-04-22 15:35:34,published,50
188,192,1099,153.68,703,2025-01-17 21:11:19,published,50
189,184,1793,380.74,696,2024-05-07 05:15:20,published,50
190,36,1268,105.66,865,2024-07-25 12:11:05,published,50
191,93,152,80.66,936,2024-06-17 07:23:40,published,50
192,88,791,10.07,328,2024-09-16 16:59:44,published,50
193,194,1342,266.12,193,2024-07-23 08:24:13,published,50
194,93,236,367.00,20,2025-01-11 01:29:06,published,50
195,58,537,124.58,20,2025-01-23 03:04:23,published,50
196,138,83,242.35,109,2025-04-17 23:20:51,published,50
197,189,1363,190.17,902,2024-05-18 14:27:20,published,50
198,90,1007,71.08,833,2024-10-18 21:05:34,published,50
199,166,583,459.66,232,2024-05-23 18:01:29,published,50
200,108,495,248.57,149,2024-08-02 04:21:53,published,50
201,86,858,433.14,364,2025-02-25 01:40:34,published,50
202,95,1984,350.13,310,2024-05-26 19:02:25,published,50
203,4,1828,354.14,317,2025-02-05 04:00:57,published,50
204,137,1161,390.30,906,2025-03-22 04:55:20,published,50
205,53,1804,57.36,596,2024-06-02 06:42:25,published,50
206,80,1598,317.46,345,2025-01-16 07:52:00,published,50
207,152,1507,150.73,321,2024-05-02 01:43:05,published,50
208,152,306,337.05,154,2025-02-05 15:35:29,published,50
209,52,192,359.70,183,2024-08-31 18:58:39,published,50
210,4,1149,383.43,193,2024-06-18 14:12:20,published,50
211,105,636,192.09,751,2024-10-18 13:58:05,published,50
212,139,1205,44.92,224,2024-06-18 03:49:00,published,50
213,195,1021,141.27,554,2024-11-25 18:22:57,published,50
214,1,1844,435.13,439,2024-08-26 12:13:38,published,50
216,79,1217,456.83,36,2025-03-10 06:04:32,published,50
217,2,1489,70.96,79,2024-06-21 12:14:42,published,50
218,28,863,407.79,40,2024-10-24 13:27:08,published,50
219,161,92,180.53,229,2024-09-29 08:15:52,published,50
220,78,1439,14.76,827,2024-12-09 10:05:32,published,50
221,167,1809,489.35,920,2025-01-11 06:33:29,published,50
222,59,134,151.79,555,2024-11-04 10:40:37,published,50
223,160,1532,414.02,77,2024-07-04 06:36:13,published,50
224,86,493,259.33,469,2025-03-11 16:13:28,published,50
225,44,735,374.92,420,2025-03-12 04:00:29,published,50
226,18,1060,10.78,996,2024-09-23 16:35:07,published,50
227,85,1998,40.38,111,2024-06-07 01:07:37,published,50
229,133,1990,424.99,788,2024-06-17 09:38:30,published,50
230,36,1490,442.44,657,2025-02-16 18:22:07,published,50
231,57,1553,329.39,839,2024-08-29 05:52:53,published,50
232,121,1940,111.04,130,2025-04-02 03:12:10,published,50
233,10,779,461.46,337,2024-09-22 20:50:16,published,50
234,120,1073,56.24,82,2024-12-29 02:37:10,published,50
235,58,1257,48.91,389,2024-07-30 18:50:36,published,50
236,178,1608,339.79,769,2024-05-18 12:19:34,published,50
237,33,1189,426.61,408,2024-06-10 13:43:50,published,50
238,189,803,238.24,454,2024-10-15 13:14:17,published,50
239,154,1750,352.68,90,2025-04-07 07:20:12,published,50
240,31,255,186.54,566,2024-08-19 15:59:54,published,50
241,171,1289,392.15,411,2024-10-07 16:14:53,published,50
242,15,1019,180.12,302,2024-10-05 22:33:08,published,50
243,36,1042,135.91,984,2025-04-07 05:43:42,published,50
244,140,1892,229.74,607,2024-07-05 15:30:28,published,50
245,164,888,414.66,91,2025-02-27 04:27:41,published,50
247,113,434,409.48,613,2024-05-19 22:45:31,published,50
248,48,1967,32.44,438,2024-05-11 04:45:11,published,50
249,54,1509,434.52,322,2024-05-30 05:59:03,published,50
250,104,749,285.30,758,2024-07-19 03:34:57,published,50
251,126,1671,381.43,901,2024-12-17 09:41:06,published,50
252,68,1178,490.23,1000,2024-07-05 11:06:07,published,50
253,92,982,445.92,589,2024-09-30 21:27:39,published,50
254,140,1631,377.65,24,2024-09-20 10:54:35,published,50
255,84,66,144.92,282,2025-03-05 19:46:09,published,50
256,166,386,19.20,90,2025-03-29 11:12:58,published,50
257,85,283,405.07,994,2024-10-24 15:07:38,published,50
258,131,106,170.86,12,2025-04-13 17:37:32,published,50
259,80,942,447.88,570,2025-03-12 12:13:08,published,50
260,114,674,332.94,98,2025-02-08 13:35:10,published,50
261,9,969,53.13,580,2024-10-04 21:25:32,published,50
262,101,1220,328.61,696,2024-06-19 05:18:05,published,50
263,68,856,383.27,21,2024-08-26 21:32:04,published,50
264,113,1036,498.07,348,2024-10-27 18:06:06,published,50
265,102,645,302.52,46,2024-08-05 03:29:01,published,50
266,127,297,447.37,744,2025-03-03 22:49:46,published,50
267,129,758,429.62,855,2024-11-23 23:01:36,published,50
268,179,1771,145.69,198,2024-06-25 23:37:58,published,50
270,180,120,178.57,785,2024-10-08 00:40:55,published,50
271,197,1917,494.32,629,2024-06-02 00:16:44,published,50
272,43,1274,77.92,563,2024-05-23 16:13:41,published,50
273,163,1813,166.30,55,2025-02-13 22:09:37,published,50
274,75,1200,68.10,748,2024-11-19 23:01:07,published,50
275,103,1500,292.03,961,2025-04-08 19:22:11,published,50
276,20,1323,202.08,121,2024-08-24 05:07:49,published,50
278,100,352,165.42,559,2024-05-15 09:01:53,published,50
279,96,565,144.28,845,2024-11-24 01:30:16,published,50
280,176,1256,414.99,35,2024-12-23 06:58:04,published,50
281,96,1905,400.13,518,2024-09-09 09:41:48,published,50
282,63,966,299.06,366,2024-10-18 13:07:35,published,50
284,126,75,229.85,922,2024-12-06 10:19:00,published,50
285,74,467,350.22,312,2024-09-23 08:12:36,published,50
286,77,1415,62.36,482,2025-04-10 06:42:24,published,50
287,178,556,316.18,107,2024-06-06 18:39:59,published,50
288,150,1307,366.59,743,2024-08-31 12:31:34,published,50
289,9,68,68.67,375,2025-03-04 18:27:53,published,50
290,84,1799,23.03,554,2024-08-06 09:11:58,published,50
291,14,432,349.16,294,2024-10-01 08:39:42,published,50
292,137,1837,305.90,772,2024-05-01 07:19:53,published,50
293,111,205,283.56,643,2024-07-11 17:15:07,published,50
294,9,115,292.17,522,2024-07-03 07:13:51,published,50
295,160,473,486.67,269,2025-04-01 00:40:52,published,50
296,50,1697,472.91,822,2025-03-20 19:37:26,published,50
297,59,23,482.68,853,2024-06-30 21:21:47,published,50
298,28,1133,190.90,401,2024-07-06 19:28:02,published,50
299,164,1233,73.73,895,2024-10-13 08:22:37,published,50
300,21,1473,161.97,964,2024-08-04 22:14:36,published,50
301,70,757,61.85,256,2024-11-28 20:39:30,published,50
302,102,640,162.99,627,2024-09-22 18:08:40,published,50
303,28,1067,248.69,334,2025-04-01 09:09:41,published,50
304,71,973,372.18,572,2025-01-23 06:02:43,published,50
305,88,1447,482.98,975,2024-10-12 13:37:11,published,50
307,91,61,259.17,646,2025-04-22 14:49:50,published,50
308,65,68,136.01,949,2024-08-20 12:51:34,published,50
309,185,167,202.00,863,2024-07-05 18:10:56,published,50
310,25,1096,418.31,128,2025-01-11 04:47:49,published,50
311,140,874,381.55,590,2025-02-03 06:14:00,published,50
312,108,933,79.35,975,2024-06-12 17:12:04,published,50
313,1,1485,459.36,473,2024-10-06 22:57:52,published,50
314,144,944,303.10,560,2024-09-17 06:31:19,published,50
315,129,1137,49.56,199,2024-12-10 03:03:28,published,50
316,197,1932,221.84,174,2025-02-22 09:23:22,published,50
317,27,1181,344.69,224,2025-02-09 09:34:57,published,50
318,140,1561,389.29,532,2024-12-10 11:00:39,published,50
319,168,952,345.26,828,2024-12-29 17:20:20,published,50
320,168,738,462.31,828,2025-02-22 10:35:39,published,50
321,182,1976,312.65,567,2024-10-25 02:56:04,published,50
322,66,971,171.02,229,2025-01-08 04:51:40,published,50
323,187,1512,180.40,706,2025-03-15 17:23:39,published,50
324,68,174,64.59,188,2025-03-24 13:36:19,published,50
325,117,1739,354.33,838,2024-12-13 07:25:18,published,50
326,82,1640,127.28,718,2025-01-20 04:45:11,published,50
327,147,1642,357.91,640,2024-10-09 14:14:47,published,50
328,73,493,429.12,140,2024-10-01 17:00:22,published,50
329,106,300,155.06,95,2025-01-05 16:24:01,published,50
330,182,1767,27.16,158,2025-03-02 06:17:57,published,50
331,69,1382,153.82,845,2024-12-17 10:55:48,published,50
332,124,1610,158.29,830,2024-08-21 04:15:57,published,50
333,21,301,306.77,631,2025-03-14 01:29:25,published,50
334,17,1157,213.52,385,2024-07-18 07:29:10,published,50
335,8,1631,125.12,403,2025-04-10 11:56:41,published,50
336,154,1351,477.10,668,2024-08-15 14:19:56,published,50
337,49,1940,354.86,948,2024-05-02 16:40:01,published,50
338,8,725,335.43,154,2024-10-09 22:01:42,published,50
339,169,380,390.19,97,2024-05-13 14:36:07,published,50
340,32,125,157.14,250,2024-07-07 14:15:04,published,50
341,181,1608,121.11,403,2024-06-10 08:09:21,published,50
342,122,565,56.89,637,2024-06-02 19:44:25,published,50
343,190,1196,73.34,553,2024-11-26 16:52:57,published,50
344,80,1225,283.39,524,2024-10-16 06:15:34,published,50
345,83,414,57.14,937,2025-04-02 15:54:36,published,50
346,44,562,152.44,603,2024-05-25 17:53:01,published,50
347,47,1541,126.17,84,2025-01-23 01:02:44,published,50
348,54,28,169.51,464,2024-07-15 16:53:12,published,50
349,75,531,344.71,91,2025-04-24 16:37:13,published,50
350,163,1559,297.50,443,2024-06-12 16:55:21,published,50
351,143,1777,169.28,455,2025-01-11 01:38:31,published,50
352,105,643,88.81,699,2024-07-15 07:02:17,published,50
353,69,1511,315.20,637,2024-09-24 13:46:13,published,50
354,96,846,98.52,46,2024-08-02 22:37:38,published,50
355,52,1061,361.67,263,2024-12-01 03:25:48,published,50
356,110,596,122.28,253,2024-07-02 16:12:07,published,50
357,128,937,14.40,958,2025-02-14 00:30:18,published,50
358,109,1908,110.65,669,2025-01-30 17:36:04,published,50
359,81,1521,321.45,514,2025-01-21 01:16:02,published,50
360,53,327,419.36,613,2024-12-02 03:15:28,published,50
361,19,1079,193.14,755,2025-03-13 14:11:54,published,50
362,93,99,422.85,41,2024-11-12 01:28:13,published,50
363,134,869,242.01,832,2024-08-18 21:47:25,published,50
364,141,48,440.59,910,2024-05-05 16:13:13,published,50
366,84,1137,497.87,473,2025-01-31 08:38:34,published,50
367,117,1119,348.14,640,2024-06-19 09:26:20,published,50
368,149,1916,281.35,30,2024-07-02 17:29:19,published,50
369,65,1857,287.97,726,2025-03-27 14:31:20,published,50
370,51,1501,239.57,870,2024-06-12 03:00:39,published,50
371,158,1051,51.20,937,2024-12-30 07:58:35,published,50
372,123,61,436.29,381,2024-08-04 17:48:17,published,50
373,30,409,327.98,746,2024-07-20 14:06:14,published,50
374,155,1810,382.80,436,2024-11-20 15:12:03,published,50
375,162,1747,337.65,150,2024-07-13 21:33:01,published,50
376,53,285,240.99,112,2024-05-18 07:16:44,published,50
378,31,1643,468.13,168,2025-01-31 07:08:26,published,50
379,29,239,42.80,781,2025-03-07 01:01:23,published,50
380,52,31,311.26,642,2024-09-21 07:13:43,published,50
381,157,1102,212.11,935,2024-07-07 07:00:07,published,50
382,139,1587,252.74,179,2024-09-27 16:26:40,published,50
383,146,1843,175.48,924,2024-05-16 03:14:30,published,50
384,114,1875,410.12,639,2024-05-05 16:01:59,published,50
385,39,1678,282.07,567,2024-07-18 01:54:04,published,50
386,126,46,227.90,46,2024-08-15 16:31:46,published,50
387,88,1689,151.50,764,2024-05-18 08:13:55,published,50
388,166,112,164.02,298,2025-02-17 23:40:16,published,50
389,169,263,241.55,447,2024-11-08 20:14:54,published,50
390,9,1303,237.60,149,2024-08-27 20:06:57,published,50
391,81,35,423.21,767,2024-08-05 03:43:08,published,50
392,52,1932,205.32,172,2024-09-29 22:20:13,published,50
393,121,1198,409.51,787,2024-08-16 22:33:52,published,50
394,21,1363,405.66,441,2024-05-07 11:41:33,published,50
395,171,517,433.38,709,2024-05-18 01:17:52,published,50
396,112,121,331.05,222,2024-08-08 09:08:35,published,50
397,165,219,91.97,870,2024-11-01 15:36:35,published,50
398,165,1885,61.55,258,2024-11-25 04:23:42,published,50
399,183,994,216.73,304,2025-03-27 07:33:47,published,50
400,1,1960,435.88,270,2025-01-29 10:42:06,published,50
401,117,361,313.72,715,2025-04-25 06:41:21,published,50
402,185,188,150.20,260,2025-03-14 22:47:57,published,50
403,198,1729,355.71,90,2024-09-16 23:28:47,published,50
405,69,1567,372.98,784,2024-12-28 10:39:49,published,50
406,105,1699,385.16,573,2025-01-25 05:42:29,published,50
407,197,257,30.08,523,2024-11-10 14:16:07,published,50
408,40,392,111.14,650,2024-06-03 04:26:32,published,50
409,69,1617,266.52,253,2025-02-05 19:22:27,published,50
410,75,882,243.24,482,2024-11-05 21:03:58,published,50
411,100,668,69.98,609,2025-04-25 11:24:53,published,50
413,14,64,363.38,335,2024-08-27 21:24:05,published,50
414,152,21,304.81,46,2024-09-01 13:10:50,published,50
415,62,699,302.48,982,2024-07-11 00:10:29,published,50
416,70,1548,389.29,876,2025-03-15 21:36:07,published,50
417,195,631,29.07,842,2025-02-16 05:42:32,published,50
418,166,424,455.23,39,2024-07-10 14:51:09,published,50
420,79,549,27.59,644,2024-06-12 12:40:15,published,50
421,74,1819,333.02,774,2024-06-18 14:59:02,published,50
422,18,1078,264.57,948,2025-03-22 03:33:22,published,50
424,190,704,23.62,470,2024-11-05 12:33:59,published,50
425,157,76,286.22,477,2025-02-04 06:23:55,published,50
426,161,239,70.60,558,2025-01-31 07:34:44,published,50
427,29,958,343.24,941,2024-06-13 09:24:17,published,50
428,49,1158,158.14,934,2025-03-03 13:39:21,published,50
429,108,1791,131.07,669,2025-03-19 05:18:58,published,50
430,102,1599,346.43,961,2024-09-30 21:30:16,published,50
431,31,1208,422.24,96,2024-12-25 07:07:43,published,50
432,143,619,388.36,910,2024-05-22 12:28:44,published,50
433,199,1791,61.83,728,2025-01-13 09:38:20,published,50
434,161,731,10.21,605,2025-01-06 19:37:52,published,50
435,174,1944,235.33,708,2024-11-09 16:06:56,published,50
436,66,1085,274.45,124,2024-07-07 07:24:23,published,50
437,198,1924,436.49,985,2024-12-08 15:56:19,published,50
438,28,110,334.21,348,2024-07-27 12:00:22,published,50
439,173,897,379.50,22,2024-09-12 06:18:41,published,50
440,132,1098,151.28,826,2025-03-01 05:32:33,published,50
441,10,236,5.39,824,2025-03-04 20:16:01,published,50
442,2,517,367.21,39,2024-11-23 19:44:49,published,50
443,44,69,64.02,222,2024-08-27 09:19:38,published,50
444,176,565,397.31,162,2024-07-11 08:10:38,published,50
445,179,1669,19.28,927,2024-08-15 19:30:26,published,50
446,89,1624,45.25,97,2024-07-04 02:58:04,published,50
447,45,585,28.09,553,2024-09-26 23:14:49,published,50
448,85,1464,103.81,540,2024-12-27 12:52:42,published,50
449,51,1882,100.95,577,2024-09-09 08:22:28,published,50
450,149,660,5.15,835,2024-12-17 20:59:08,published,50
451,182,1413,382.99,941,2024-08-28 15:05:14,published,50
452,174,127,424.23,99,2024-10-20 13:33:59,published,50
453,49,344,243.13,353,2025-02-02 04:53:23,published,50
454,149,1773,308.97,220,2025-01-05 06:40:05,published,50
455,196,6,387.88,174,2025-03-30 13:19:26,published,50
456,114,313,346.74,696,2025-04-14 10:03:35,published,50
457,128,565,154.85,186,2024-11-05 03:49:56,published,50
458,110,942,51.05,236,2024-12-26 19:51:06,published,50
459,193,880,365.90,942,2024-11-24 11:29:21,published,50
460,90,1083,497.24,662,2024-07-02 18:57:24,published,50
461,87,336,246.73,432,2024-12-30 23:17:35,published,50
462,94,64,411.39,734,2024-08-08 01:37:44,published,50
463,68,177,30.41,19,2024-07-01 01:09:18,published,50
464,15,1615,255.99,323,2024-12-05 02:39:04,published,50
465,79,1311,387.23,934,2025-03-06 14:06:54,published,50
466,2,478,220.75,234,2025-01-11 16:04:27,published,50
467,96,538,131.44,107,2024-08-11 11:48:22,published,50
468,61,930,224.09,654,2024-05-08 23:23:56,published,50
469,109,630,395.10,205,2025-04-20 15:11:23,published,50
470,135,1772,309.19,184,2024-05-19 18:17:14,published,50
471,151,1890,150.89,476,2024-08-04 19:57:20,published,50
472,178,1293,281.33,782,2024-09-27 01:18:57,published,50
473,120,123,221.25,940,2024-09-13 05:42:52,published,50
474,179,25,467.32,141,2024-08-21 04:27:37,published,50
475,167,1368,32.34,502,2025-01-07 07:00:00,published,50
476,56,751,49.64,645,2025-01-19 00:47:56,published,50
477,113,1221,232.53,603,2024-08-02 10:54:00,published,50
478,106,1996,315.74,143,2024-08-22 02:55:32,published,50
479,195,153,272.04,172,2024-11-25 20:39:57,published,50
480,171,1978,336.95,206,2025-03-19 22:04:51,published,50
481,174,985,275.13,218,2024-05-24 05:16:04,published,50
482,114,291,382.64,448,2024-11-24 16:16:00,published,50
485,92,425,321.71,759,2025-04-12 06:42:31,published,50
486,197,1829,136.32,141,2024-12-01 00:41:38,published,50
487,110,384,288.60,693,2024-09-13 22:28:49,published,50
488,176,1437,410.64,29,2024-07-13 17:13:37,published,50
489,70,1173,421.54,731,2025-04-22 04:44:07,published,50
490,71,374,194.81,70,2024-09-14 20:00:04,published,50
492,182,286,198.53,993,2024-10-24 19:16:47,published,50
493,136,1228,41.84,705,2024-12-26 00:08:22,published,50
