46,465,1548,70,2,174.26,348.52,cancelled,2024-09-04 11:54:48
47,784,613,126,4,81.41,325.64,pending,2024-06-02 00:49:00
48,715,767,58,1,180.10,180.10,cancelled,2024-05-28 13:25:22
49,338,1590,170,1,158.31,158.31,pending,2025-03-26 05:37:48
50,671,426,77,1,8.77,8.77,shipped,2024-10-25 19:03:35
51,226,544,56,1,107.37,107.37,pending,2025-02-15 14:43:10
52,30,668,27,4,41.75,167.00,pending,2024-06-13 16:20:45
53,394,1530,87,1,62.96,62.96,delivered,2025-03-26 16:07:58
54,319,582,50,5,52.02,260.10,pending,2024-11-27 09:36:14
55,989,97,95,2,78.34,156.68,pending,2024-07-21 13:01:12
56,22,71,191,2,98.14,196.28,delivered,2025-04-16 04:55:30
57,940,1895,125,5,22.61,113.05,processing,2024-06-18 17:51:52
58,566,663,71,3,146.70,440.10,shipped,2024-09-09 12:23:43
59,889,1638,170,4,46.62,186.48,delivered,2024-07-06 20:44:57
60,99,1322,72,4,110.18,440.72,delivered,2025-03-27 21:24:10
61,483,1789,88,5,22.85,114.25,processing,2024-08-30 09:25:38
62,331,409,30,1,153.98,153.98,pending,2024-09-04 01:12:30
63,848,365,12,2,143.09,286.18,processing,2024-10-08 23:10:11
64,27,1480,160,2,178.64,357.28,shipped,2025-02-13 13:07:22
65,72,1585,62,4,152.72,610.88,cancelled,2024-05-31 22:53:01
66,417,1863,30,1,31.77,31.77,shipped,2024-10-20 08:48:36
67,532,1088,58,2,130.04,260.08,pending,2025-01-22 23:08:27
68,891,1384,91,1,91.07,91.07,cancelled,2024-11-08 23:21:00
69,654,422,106,2,160.94,321.88,delivered,2025-01-11 10:52:35
70,319,1397,76,2,22.67,45.34,shipped,2024-06-14 23:47:45
71,20,1890,171,3,106.11,318.33,delivered,2024-06-23 15:18:06
72,490,1478,30,2,46.60,93.20,pending,2024-10-26 14:38:04
73,921,1080,117,4,44.94,179.76,delivered,2024-10-04 02:40:31
74,392,1882,51,1,126.17,126.17,shipped,2025-03-22 06:01:11
75,185,1468,163,2,180.62,361.24,shipped,2024-07-14 10:48:35
76,695,779,10,2,51.76,103.52,delivered,2025-04-05 15:29:44
77,753,216,18,1,197.46,197.46,pending,2024-08-01 11:38:07
78,951,1772,135,1,76.40,76.40,pending,2024-05-10 15:05:22
79,110,1476,173,1,100.10,100.10,pending,2025-03-12 00:35:23
80,886,1922,44,3,86.30,258.90,pending,2025-04-13 17:40:57
81,16,993,47,1,127.16,127.16,processing,2024-10-31 19:06:26
82,244,527,52,5,85.38,426.90,processing,2025-03-27 07:09:42
83,773,1925,177,3,124.24,372.72,delivered,2024-10-05 00:42:33
84,629,124,97,4,42.10,168.40,processing,2025-01-18 23:57:12
85,999,1858,31,2,22.15,44.30,pending,2024-05-21 20:24:04
86,329,70,147,5,10.28,51.40,processing,2024-08-07 15:49:11
87,659,784,39,3,140.46,421.38,processing,2024-11-09 12:17:52
88,490,1151,193,2,18.98,37.96,processing,2024-12-07 10:32:00
89,5,1272,119,5,163.11,815.55,shipped,2024-10-31 07:50:32
90,751,905,133,5,68.16,340.80,pending,2025-02-08 07:55:30
91,648,1213,18,4,154.10,616.40,delivered,2025-03-07 17:13:48
92,215,1413,194,3,93.68,281.04,pending,2024-09-28 13:01:37
93,980,1928,109,2,66.38,132.76,delivered,2024-07-31 13:36:56
94,614,886,163,3,177.87,533.61,cancelled,2024-05-25 13:53:49
95,856,287,16,1,100.65,100.65,delivered,2025-04-18 00:20:28
96,639,559,89,2,128.60,257.20,processing,2024-07-11 11:48:47
97,80,1669,179,4,116.88,467.52,processing,2024-05-22 09:13:32
98,627,1939,57,2,10.30,20.60,shipped,2025-01-10 19:25:27
99,692,611,67,3,187.54,562.62,pending,2024-09-06 11:01:52
100,524,574,66,1,167.94,167.94,cancelled,2025-02-09 13:19:38
101,205,1727,159,2,166.20,332.40,cancelled,2024-05-08 15:51:55
102,788,153,195,4,52.81,211.24,cancelled,2024-08-31 05:11:48
103,983,1252,59,1,76.50,76.50,delivered,2025-04-09 04:21:20
104,598,754,188,4,147.74,590.96,delivered,2024-09-26 15:58:22
105,113,386,166,5,81.13,405.65,processing,2024-07-24 13:37:42
106,457,1370,94,3,78.68,236.04,processing,2025-04-22 22:05:25
107,168,1659,13,5,158.82,794.10,pending,2024-11-23 04:44:05
108,49,285,80,2,52.20,104.40,processing,2025-02-06 14:38:59
109,325,601,71,5,176.63,883.15,pending,2024-07-31 20:56:32
110,419,373,191,2,182.70,365.40,pending,2024-10-03 22:52:26
111,957,936,139,1,20.18,20.18,processing,2024-05-14 10:09:35
112,390,670,196,4,70.98,283.92,shipped,2024-05-01 22:44:54
113,279,1804,53,4,158.37,633.48,pending,2024-07-16 17:41:41
114,881,1173,16,2,157.79,315.58,cancelled,2024-11-10 14:23:10
115,477,115,9,2,162.03,324.06,shipped,2024-05-31 21:20:03
116,232,1263,38,2,170.06,340.12,delivered,2025-03-03 08:25:38
117,163,591,80,3,119.79,359.37,shipped,2024-11-18 14:04:05
118,167,563,170,4,192.84,771.36,cancelled,2024-11-19 10:09:59
119,643,561,171,1,160.79,160.79,processing,2024-11-06 13:27:03
120,947,774,11,4,69.89,279.56,pending,2024-05-26 02:14:09
121,748,993,89,5,83.81,419.05,shipped,2024-09-05 20:02:37
122,512,450,190,4,121.13,484.52,cancelled,2025-03-30 13:39:28
123,136,1171,121,3,80.09,240.27,shipped,2024-06-30 16:45:16
124,455,1791,199,5,162.87,814.35,delivered,2024-06-26 16:52:09
125,893,640,102,4,155.49,621.96,cancelled,2024-07-27 19:51:34
126,809,1368,167,3,78.32,234.96,shipped,2024-06-26 08:59:45
127,705,969,71,5,89.03,445.15,processing,2024-11-08 15:58:53
128,367,1281,75,3,178.87,536.61,pending,2025-03-10 02:53:26
129,62,1836,135,2,126.93,253.86,shipped,2024-11-23 04:04:59
130,149,1754,56,2,156.11,312.22,cancelled,2024-05-07 01:13:44
131,887,426,77,5,152.76,763.80,cancelled,2024-06-11 16:02:40
132,801,328,88,1,9.54,9.54,cancelled,2025-04-23 08:23:12
133,698,1303,9,3,131.07,393.21,shipped,2025-02-01 20:18:30
134,267,1996,16,4,68.08,272.32,processing,2024-08-19 22:57:34
135,506,126,184,1,59.41,59.41,delivered,2025-02-27 06:47:03
136,512,133,6,2,98.76,197.52,cancelled,2025-03-12 03:17:35
137,58,1027,149,5,72.70,363.50,cancelled,2024-05-07 01:59:09
138,617,1821,5,5,64.78,323.90,shipped,2025-04-11 03:10:06
139,919,1885,165,3,115.68,347.04,delivered,2025-04-11 18:19:41
140,262,1272,119,4,113.46,453.84,shipped,2024-09-13 02:35:05
141,716,793,59,2,79.30,158.60,shipped,2025-04-25 10:20:17
142,590,1303,9,1,23.95,23.95,processing,2024-08-25 00:35:31
143,38,1981,14,3,102.00,306.00,pending,2024-10-29 15:38:53
144,164,1721,84,5,145.40,727.00,delivered,2024-06-14 01:55:25
145,595,1223,183,2,15.07,30.14,processing,2025-02-18 23:02:51
146,175,368,117,2,60.08,120.16,cancelled,2024-09-13 15:11:09
147,165,731,161,2,100.87,201.74,processing,2024-06-15 05:34:22
148,930,1640,82,2,41.56,83.12,processing,2025-04-02 16:17:53
149,121,1969,167,3,28.73,86.19,processing,2025-03-05 19:28:40
150,937,1570,4,5,30.39,151.95,pending,2025-01-22 13:36:41
151,920,1685,23,4,11.74,46.96,processing,2025-01-07 03:49:07
152,256,447,121,3,92.67,278.01,shipped,2024-12-20 09:41:06
153,227,628,113,4,105.26,421.04,pending,2024-12-31 05:12:42
154,631,776,179,1,176.67,176.67,shipped,2025-04-30 15:47:20
155,385,1285,26,4,194.98,779.92,delivered,2025-04-08 13:25:39
156,712,1653,197,5,166.38,831.90,pending,2024-10-14 09:18:02
157,123,9,156,1,150.94,150.94,shipped,2024-07-17 18:25:39
158,436,753,93,1,39.41,39.41,shipped,2024-06-09 16:33:43
159,901,1171,186,2,101.88,203.76,cancelled,2025-01-18 23:59:41
160,632,1907,39,5,179.42,897.10,cancelled,2024-09-26 06:35:57
161,812,1381,185,2,105.52,211.04,processing,2024-09-05 23:07:19
162,271,1104,73,4,96.64,386.56,processing,2024-11-05 09:31:26
163,436,1411,77,4,79.28,317.12,shipped,2024-10-31 13:41:02
164,751,1099,192,4,81.00,324.00,pending,2024-07-05 10:48:17
165,991,670,115,5,144.80,724.00,pending,2025-02-13 05:04:55
166,953,517,171,2,87.52,175.04,shipped,2025-04-23 14:40:59
167,562,1265,182,2,141.28,282.56,shipped,2024-11-08 11:03:51
168,807,869,43,4,152.48,609.92,processing,2024-11-05 14:55:29
169,654,87,130,1,75.55,75.55,delivered,2024-08-23 09:36:18
170,22,150,197,3,155.00,465.00,delivered,2024-05-06 05:16:42
171,543,882,75,4,56.99,227.96,delivered,2025-03-30 13:53:44
172,662,1000,99,3,167.71,503.13,delivered,2024-11-25 06:54:10
173,521,1272,119,4,52.97,211.88,processing,2024-05-25 01:55:12
174,406,828,42,4,136.21,544.84,delivered,2024-06-07 22:34:48
175,579,544,56,4,114.62,458.48,pending,2025-01-06 02:50:53
176,835,1886,41,3,53.43,160.29,delivered,2024-08-19 16:56:35
177,451,436,75,3,14.32,42.96,cancelled,2025-04-05 01:02:16
178,464,1740,87,5,65.69,328.45,processing,2024-08-22 11:56:55
179,63,1390,30,1,32.13,32.13,delivered,2025-04-19 09:29:19
180,530,1684,81,1,168.08,168.08,processing,2024-05-03 17:55:16
181,124,883,131,1,123.70,123.70,cancelled,2024-12-06 03:14:44
182,967,1169,36,2,167.97,335.94,shipped,2024-06-27 04:59:18
183,171,341,63,3,99.24,297.72,processing,2024-09-04 12:20:33
184,900,1229,143,5,86.95,434.75,processing,2024-12-30 17:43:56
185,6,1764,181,4,33.71,134.84,delivered,2024-08-15 00:38:32
186,241,791,74,4,52.26,209.04,processing,2024-09-04 07:34:08
187,882,1373,184,2,150.50,301.00,cancelled,2024-07-02 17:26:08
188,746,1666,99,5,157.69,788.45,cancelled,2024-11-21 21:54:22
189,284,1123,148,3,55.09,165.27,cancelled,2025-01-06 14:16:57
190,849,1729,198,5,126.49,632.45,processing,2024-06-23 18:54:47
191,703,1144,159,4,69.51,278.04,delivered,2024-05-16 05:03:46
192,131,41,129,3,68.17,204.51,cancelled,2025-01-27 15:03:16
193,411,823,110,2,57.55,115.10,pending,2024-12-29 05:50:52
194,822,1564,113,1,136.92,136.92,pending,2025-02-19 19:43:18
195,663,718,52,5,86.09,430.45,processing,2024-06-19 00:58:59
196,503,1056,123,1,80.07,80.07,shipped,2025-04-07 06:20:41
197,993,1373,184,3,136.18,408.54,cancelled,2024-12-29 23:08:06
198,446,158,129,3,90.26,270.78,processing,2024-10-11 12:11:28
199,357,1398,139,1,117.65,117.65,cancelled,2025-04-27 00:01:13
200,579,280,141,2,52.68,105.36,shipped,2024-05-13 03:49:02
201,611,886,163,1,137.47,137.47,delivered,2025-02-14 01:29:07
202,258,13,181,4,144.16,576.64,shipped,2024-07-27 17:50:05
203,56,837,50,2,182.07,364.14,processing,2024-07-29 14:59:25
204,648,1414,84,2,134.57,269.14,delivered,2024-08-26 17:41:14
205,520,1051,8,4,197.91,791.64,delivered,2024-09-08 20:03:15
206,707,941,200,3,140.10,420.30,delivered,2024-10-29 03:32:26
207,57,957,51,3,50.67,152.01,processing,2024-12-19 14:28:09
208,20,1455,159,3,95.48,286.44,delivered,2025-02-20 03:23:18
209,637,971,66,1,28.17,28.17,processing,2025-03-03 06:27:46
210,634,1531,104,4,147.29,589.16,shipped,2024-06-09 06:53:36
211,890,1780,182,2,45.85,91.70,shipped,2024-06-26 05:35:16
212,213,242,32,1,107.32,107.32,delivered,2024-06-30 19:54:18
213,254,439,167,5,91.47,457.35,processing,2024-08-05 04:54:08
214,550,1777,143,2,77.59,155.18,shipped,2025-04-06 19:48:16
215,877,1825,94,2,149.75,299.50,processing,2025-03-19 08:38:43
216,122,649,23,4,73.42,293.68,cancelled,2024-08-26 21:57:57
217,515,1390,162,2,172.79,345.58,pending,2025-02-12 14:03:25
218,24,1795,90,1,140.09,140.09,shipped,2024-06-08 20:03:04
219,884,167,185,5,154.27,771.35,processing,2024-05-20 07:45:52
220,383,504,196,2,102.79,205.58,cancelled,2025-04-16 01:30:01
221,117,974,74,2,194.03,388.06,cancelled,2024-06-01 09:20:40
222,66,1876,150,2,135.97,271.94,shipped,2024-09-22 03:12:45
223,398,459,51,4,170.61,682.44,shipped,2025-04-25 18:07:25
224,630,1643,31,3,163.59,490.77,shipped,2025-04-23 14:49:40
225,396,1466,30,1,53.88,53.88,pending,2024-10-10 12:15:41
226,406,668,100,3,9.58,28.74,delivered,2024-06-04 14:09:22
227,794,1043,15,5,155.82,779.10,delivered,2024-06-05 13:30:10
228,743,1523,9,5,35.82,179.10,cancelled,2025-02-14 19:37:37
229,995,639,131,5,35.88,179.40,pending,2025-03-25 20:56:07
230,660,1846,27,5,121.75,608.75,processing,2024-11-09 06:23:14
231,130,227,196,5,103.98,519.90,cancelled,2025-01-25 14:39:26
232,210,1124,164,5,75.25,376.25,cancelled,2025-04-05 01:57:20
233,202,304,182,1,86.16,86.16,processing,2024-10-23 15:44:28
234,250,512,73,3,194.51,583.53,cancelled,2025-04-07 20:29:22
235,539,1605,108,1,138.78,138.78,pending,2024-06-03 02:23:44
236,670,1114,1,5,174.68,873.40,pending,2024-05-28 19:46:29
237,283,1265,182,2,51.05,102.10,pending,2025-04-13 03:11:16
238,326,279,90,2,45.32,90.64,delivered,2025-01-24 14:53:29
239,638,1339,139,3,45.56,136.68,shipped,2024-11-29 13:42:16
240,232,1912,113,1,185.43,185.43,delivered,2025-04-27 06:35:35
241,38,287,122,1,64.06,64.06,shipped,2024-09-22 13:28:17
242,467,559,89,4,79.74,318.96,processing,2024-12-24 19:30:38
243,248,887,161,1,90.23,90.23,processing,2025-03-31 12:25:18
244,176,1415,11,1,147.13,147.13,shipped,2024-09-18 17:05:48
245,56,825,3,1,101.08,101.08,processing,2025-01-30 05:02:20
246,505,6,196,2,130.45,260.90,processing,2025-03-27 10:19:50
247,339,314,44,3,107.37,322.11,shipped,2024-09-10 13:43:46
248,584,808,146,2,131.00,262.00,delivered,2024-11-05 02:20:06
249,970,1999,20,4,39.15,156.60,processing,2025-01-26 09:47:10
250,424,90,97,3,103.46,310.38,pending,2025-03-09 05:16:25
251,815,1900,196,5,15.65,78.25,cancelled,2025-02-12 08:32:11
252,903,730,189,4,166.22,664.88,shipped,2024-08-14 10:35:14
253,169,1622,193,1,43.01,43.01,pending,2024-07-30 15:36:09
254,564,636,98,5,150.17,750.85,processing,2024-11-04 23:33:25
255,933,1827,100,5,135.22,676.10,cancelled,2025-04-05 12:21:27
256,674,471,106,3,197.64,592.92,cancelled,2024-08-13 23:27:51
257,654,1963,61,5,83.60,418.00,delivered,2025-01-09 17:10:23
258,134,1601,131,1,66.35,66.35,shipped,2024-05-19 10:43:17
259,443,1648,151,3,151.48,454.44,processing,2025-03-19 13:42:14
260,796,1342,194,2,18.21,36.42,pending,2024-12-09 00:41:00
261,84,1574,33,3,101.13,303.39,pending,2024-12-07 00:42:35
262,954,1826,61,5,146.65,733.25,delivered,2025-04-28 13:05:12
263,472,870,66,5,46.01,230.05,cancelled,2025-04-22 13:40:16
264,360,977,76,5,48.76,243.80,delivered,2024-10-30 05:16:14
265,437,1267,200,1,139.09,139.09,cancelled,2024-05-14 00:06:14
266,813,1016,130,3,182.31,546.93,pending,2025-03-07 12:23:59
267,545,367,152,3,62.58,187.74,processing,2024-09-15 03:30:36
268,182,1443,119,5,50.53,252.65,pending,2025-03-16 04:56:02
269,986,1923,130,2,63.16,126.32,cancelled,2025-04-28 19:14:24
270,928,601,71,5,104.16,520.80,delivered,2024-10-28 05:33:58
271,31,1824,174,5,19.12,95.60,pending,2024-07-01 14:14:27
272,103,917,53,4,133.19,532.76,pending,2025-02-09 04:44:54
273,576,1983,14,2,136.39,272.78,cancelled,2024-11-19 16:26:55
274,884,1749,18,1,53.66,53.66,shipped,2024-12-31 01:52:40
275,546,437,120,1,129.46,129.46,shipped,2024-12-16 06:28:43
276,678,1141,71,2,171.04,342.08,delivered,2025-04-14 06:51:11
277,916,325,7,4,17.46,69.84,shipped,2025-03-17 16:52:45
278,194,862,132,4,137.08,548.32,shipped,2024-08-22 15:15:20
279,584,1544,144,2,197.49,394.98,delivered,2024-06-21 11:52:07
280,479,1709,20,2,97.91,195.82,pending,2024-08-19 20:09:00
281,941,952,172,1,94.53,94.53,cancelled,2024-12-15 06:58:11
282,174,1449,79,5,98.59,492.95,shipped,2024-11-13 05:56:50
283,227,365,159,2,188.26,376.52,pending,2025-04-18 12:40:50
284,682,374,71,3,31.89,95.67,processing,2024-09-19 22:50:42
285,521,982,92,1,25.09,25.09,shipped,2024-06-18 17:39:36
286,328,1932,52,4,164.95,659.80,shipped,2024-05-23 21:40:11
287,804,1080,35,4,27.83,111.32,delivered,2025-03-05 07:58:03
288,731,1529,164,2,194.97,389.94,shipped,2024-07-02 15:59:51
289,403,310,23,2,129.40,258.80,processing,2024-06-03 22:13:00
290,799,371,54,1,171.65,171.65,pending,2025-03-14 10:14:01
291,105,203,55,3,21.32,63.96,cancelled,2025-03-24 23:54:13
292,665,434,43,1,78.14,78.14,delivered,2024-11-07 00:40:50
293,334,1823,177,5,119.24,596.20,processing,2024-06-30 17:22:17
294,498,1419,53,1,43.93,43.93,pending,2024-12-09 10:05:20
295,587,1342,194,4,75.05,300.20,shipped,2025-01-28 05:30:04
296,322,799,162,5,35.46,177.30,processing,2024-12-24 13:26:24
297,653,690,101,3,95.65,286.95,delivered,2024-07-23 21:14:54
298,193,1805,125,5,61.38,306.90,pending,2025-03-03 21:42:48
299,742,826,185,5,120.00,600.00,shipped,2024-05-06 07:28:01
300,991,1281,198,1,165.63,165.63,pending,2024-10-05 13:56:08
301,230,1615,15,1,114.21,114.21,shipped,2025-03-17 18:51:52
302,68,1843,146,2,161.50,323.00,cancelled,2025-03-29 09:02:52
303,429,277,155,5,74.77,373.85,processing,2024-12-11 13:51:13
304,933,353,102,2,132.52,265.04,cancelled,2024-07-13 13:29:32
305,7,279,90,5,80.10,400.50,processing,2024-08-03 16:42:28
306,290,310,23,5,116.09,580.45,processing,2024-08-28 08:29:56
307,637,1961,187,5,146.17,730.85,pending,2025-04-13 01:35:07
308,568,1194,150,2,129.33,258.66,processing,2024-06-28 03:09:38
309,903,425,77,2,7.43,14.86,pending,2024-07-30 16:46:33
310,765,1237,95,4,55.21,220.84,pending,2025-03-22 11:37:31
311,31,1390,30,5,119.73,598.65,processing,2024-11-29 12:01:49
312,329,710,185,1,79.95,79.95,shipped,2024-07-01 00:58:43
313,861,1961,187,1,138.68,138.68,cancelled,2024-05-23 17:51:03
314,768,90,139,3,128.31,384.93,processing,2024-07-09 18:54:49
315,990,408,48,5,121.49,607.45,pending,2024-08-19 00:49:07
316,576,1075,192,4,47.62,190.48,cancelled,2025-03-10 12:57:14
317,295,1256,176,2,23.72,47.44,processing,2025-01-13 08:24:14
318,222,766,86,2,174.39,348.78,cancelled,2024-05-13 11:15:20
319,581,1405,77,3,39.99,119.97,delivered,2025-04-29 03:27:07
320,399,1256,163,2,77.08,154.16,pending,2024-12-04 22:41:59
321,614,766,86,5,10.13,50.65,cancelled,2024-12-30 04:04:29
322,317,791,31,3,67.23,201.69,pending,2024-12-15 04:32:29
323,504,1779,65,5,189.34,946.70,cancelled,2025-02-16 09:48:16
324,766,142,68,5,154.08,770.40,cancelled,2024-11-15 15:38:40
325,818,1259,96,2,41.52,83.04,shipped,2024-10-23 18:49:03
326,918,825,117,3,172.62,517.86,delivered,2025-04-02 23:08:10
327,678,1463,147,2,149.99,299.98,delivered,2024-11-17 07:45:21
328,538,1817,158,1,123.32,123.32,cancelled,2025-04-07 14:21:47
329,620,1359,90,5,40.15,200.75,pending,2024-11-24 02:07:52
330,274,528,119,1,189.96,189.96,delivered,2025-02-04 06:51:22
331,400,1759,99,3,144.68,434.04,pending,2025-01-19 11:27:18
332,557,921,165,3,16.44,49.32,processing,2025-01-25 19:26:22
333,719,1993,175,2,108.79,217.58,shipped,2024-10-27 23:50:14
334,512,378,194,4,85.64,342.56,cancelled,2025-04-30 16:50:54
335,647,384,110,2,59.35,118.70,shipped,2024-05-17 09:57:01
336,210,1096,25,4,185.93,743.72,cancelled,2024-06-18 18:24:47
337,969,1502,97,5,184.25,921.25,pending,2024-12-21 01:08:42
338,189,239,161,5,79.53,397.65,shipped,2025-02-18 17:36:23
339,267,517,2,1,86.70,86.70,processing,2025-01-30 02:19:24
340,733,614,159,4,153.84,615.36,shipped,2025-03-29 17:09:47
341,347,1366,89,4,21.43,85.72,pending,2024-12-06 13:35:52
342,512,518,28,3,153.14,459.42,cancelled,2024-11-29 22:57:23
343,574,360,35,5,63.69,318.45,pending,2025-03-31 11:38:32
344,477,1690,41,5,7.97,39.85,pending,2025-01-28 14:41:16
345,78,1265,182,4,75.23,300.92,pending,2024-07-26 05:54:02
346,122,1690,41,3,75.30,225.90,cancelled,2024-05-25 20:29:19
347,943,2,166,1,49.63,49.63,shipped,2025-02-20 06:08:48
348,697,495,42,1,22.01,22.01,processing,2024-11-26 18:07:06
349,72,1596,158,5,60.28,301.40,cancelled,2024-11-03 22:36:00
350,813,500,136,4,107.31,429.24,processing,2025-04-14 21:55:45
351,92,310,23,4,85.56,342.24,shipped,2024-12-06 13:17:10
352,854,1569,42,3,187.05,561.15,processing,2024-05-01 19:36:06
353,822,1390,162,3,135.45,406.35,shipped,2025-02-14 05:53:12
354,871,1697,50,3,79.38,238.14,shipped,2025-02-01 16:48:17
355,749,758,129,2,125.60,251.20,delivered,2024-06-04 03:02:28
356,105,669,100,5,32.49,162.45,cancelled,2024-08-01 18:36:19
357,833,1670,74,3,172.69,518.07,shipped,2025-01-03 00:44:22
358,82,1665,101,2,8.97,17.94,pending,2024-12-03 13:41:27
359,925,844,146,4,95.93,383.72,processing,2024-09-08 01:56:22
360,149,1645,15,2,49.64,99.28,cancelled,2024-09-29 20:04:59
361,54,512,177,5,33.73,168.65,pending,2024-12-22 19:46:06
362,470,630,109,3,29.00,87.00,shipped,2024-06-03 22:23:43
363,412,1502,20,1,41.44,41.44,pending,2025-03-20 17:14:10
364,772,1191,64,5,46.98,234.90,pending,2024-07-06 19:58:57
365,327,478,2,4,52.06,208.24,cancelled,2025-04-02 04:21:58
366,968,634,160,4,49.32,197.28,cancelled,2024-11-06 19:11:11
367,824,565,96,5,11.20,56.00,shipped,2025-01-07 17:40:59
368,992,737,1,1,142.37,142.37,delivered,2024-10-22 12:42:34
369,122,620,46,2,108.40,216.80,cancelled,2024-07-20 22:20:15
370,403,808,188,5,64.20,321.00,shipped,2025-03-21 00:49:21
371,696,996,141,5,181.47,907.35,processing,2024-12-27 22:11:54
372,373,1271,175,5,138.29,691.45,cancelled,2024-12-25 13:37:41
373,16,571,119,1,27.75,27.75,pending,2025-02-28 14:31:47
374,632,1024,47,3,8.55,25.65,cancelled,2024-08-28 07:46:32
375,695,1636,41,5,129.72,648.60,delivered,2024-12-19 13:25:05
376,543,554,107,3,143.74,431.22,delivered,2025-04-08 13:18:59
377,864,1802,47,2,6.31,12.62,shipped,2025-03-27 11:24:35
378,705,740,27,4,199.00,796.00,shipped,2025-03-16 23:49:00
379,951,571,69,4,97.67,390.68,processing,2025-03-17 15:48:26
380,64,1536,154,4,6.41,25.64,pending,2025-03-09 04:37:00
381,937,1171,121,3,5.78,17.34,pending,2024-12-23 18:01:58
382,33,1950,10,4,43.52,174.08,pending,2024-12-27 02:55:19
383,492,1790,44,1,26.67,26.67,delivered,2024-05-07 16:14:45
384,874,301,21,5,107.13,535.65,shipped,2024-08-04 18:02:37
385,758,1285,26,2,38.60,77.20,processing,2024-06-25 08:41:45
386,27,565,129,1,28.66,28.66,processing,2024-08-16 20:01:16
387,556,167,185,5,175.10,875.50,cancelled,2024-05-12 19:00:17
388,803,1499,54,2,118.08,236.16,cancelled,2024-12-14 07:13:42
389,730,1327,75,2,156.20,312.40,pending,2025-04-21 15:38:12
390,869,132,124,5,86.88,434.40,shipped,2024-05-12 19:26:19
391,845,719,110,5,20.72,103.60,cancelled,2024-10-24 09:06:08
392,32,1847,116,5,128.21,641.05,cancelled,2025-02-05 05:53:43
393,929,1199,172,4,182.43,729.72,delivered,2024-06-27 13:37:00
394,2,1312,174,2,183.04,366.08,processing,2025-01-04 12:28:22
395,370,1086,73,1,93.54,93.54,cancelled,2025-04-25 07:25:14
396,663,858,183,3,98.16,294.48,processing,2024-06-02 21:53:31
